label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
E,-0.000000,0.000000,0.150101,0.206162,0.163253,0.468493,-0.048208,0.622366,-0.241540,0.616108,0.184347,0.703929,0.095407,0.961764,0.061925,0.810859,0.084537,0.653125,0.000000,0.696312,-0.083477,0.996510,-0.093601,0.830746,-0.054817,0.699178,-0.160096,0.636922,-0.250709,0.914849,-0.219328,0.758429,-0.166067,0.635529,-0.291088,0.518837,-0.345991,0.709589,-0.296324,0.610791,-0.234388,0.509041
E,-0.028388,0.046668,0.161878,0.206935,0.193100,0.489357,-0.028765,0.635864,-0.220138,0.608721,0.202002,0.687798,0.071739,0.946534,0.010106,0.773814,0.074722,0.604759,-0.011846,0.721287,-0.093312,0.984701,-0.098717,0.751922,-0.051738,0.720026,-0.132042,0.622103,-0.206816,0.922011,-0.189994,0.748457,-0.122806,0.620453,-0.280459,0.519433,-0.383530,0.755872,-0.306593,0.574320,-0.259562,0.532872
E,0.048558,-0.026953,0.163457,0.191185,0.092762,0.489702,-0.079520,0.643102,-0.225005,0.602837,0.195447,0.729459,0.044194,0.971149,0.076417,0.804386,0.131996,0.659640,0.066795,0.740424,-0.028266,1.019350,-0.058448,0.823494,0.008796,0.666770,-0.105167,0.632844,-0.291040,0.933832,-0.221245,0.778190,-0.106668,0.601297,-0.243870,0.542152,-0.319597,0.656555,-0.280193,0.644954,-0.172846,0.463112
E,-0.008619,0.084040,0.088544,0.242169,0.173065,0.449965,-0.058665,0.700303,-0.213626,0.613292,0.162500,0.732766,0.087764,0.936543,0.057007,0.825648,0.080693,0.708527,0.026002,0.688826,-0.058022,0.988725,-0.097561,0.832115,-0.067970,0.734206,-0.126903,0.608812,-0.198608,0.930942,-0.282031,0.765673,-0.146652,0.615112,-0.218598,0.492358,-0.328901,0.689132,-0.315335,0.614406,-0.258703,0.498714
E,-0.000000,0.000000,0.149705,0.199857,0.174499,0.457704,-0.032148,0.604611,-0.230165,0.618485,0.190801,0.722679,0.093131,0.966663,0.063913,0.820450,0.086756,0.668839,-0.000000,0.711723,-0.086963,0.996211,-0.091033,0.821476,-0.055535,0.685473,-0.162560,0.649260,-0.254534,0.910066,-0.213664,0.742486,-0.160610,0.616137,-0.294581,0.529207,-0.349364,0.711900,-0.293706,0.606078,-0.229406,0.504046
E,-0.019904,-0.047817,0.140172,0.262565,0.157326,0.455900,-0.029222,0.657091,-0.216855,0.591441,0.139577,0.694609,0.096804,0.931215,0.103744,0.810146,0.127176,0.657106,-0.025166,0.682454,-0.071911,1.034444,-0.077594,0.785317,-0.053051,0.680137,-0.227504,0.650429,-0.227969,0.958968,-0.189097,0.694673,-0.186724,0.644420,-0.328818,0.547345,-0.363945,0.709999,-0.327262,0.616577,-0.242165,0.557193
E,-0.013662,0.070625,0.164922,0.193970,0.153772,0.452093,-0.045299,0.604749,-0.237455,0.665630,0.212744,0.752537,0.128651,0.953897,0.026781,0.832380,0.087307,0.664623,0.071103,0.729769,-0.117781,1.004757,-0.076950,0.800376,-0.031770,0.651464,-0.186705,0.640222,-0.266899,0.913610,-0.236082,0.754516,-0.150560,0.519635,-0.254491,0.544170,-0.354663,0.687033,-0.272851,0.587116,-0.242368,0.495040
E,-0.011540,-0.007792,0.099893,0.212499,0.149791,0.453161,-0.046959,0.603994,-0.235530,0.605829,0.194957,0.749065,0.102302,0.998489,0.100788,0.806916,0.135420,0.656884,-0.038782,0.718281,-0.070055,1.055213,-0.065321,0.859975,-0.017767,0.668133,-0.146597,0.630680,-0.251272,0.912130,-0.203424,0.791579,-0.120212,0.616469,-0.305235,0.565762,-0.342158,0.751777,-0.363612,0.607182,-0.190699,0.467764
E,-0.000000,0.000000,0.168120,0.184502,0.204346,0.445609,-0.020730,0.586932,-0.232129,0.598065,0.198019,0.713896,0.111516,0.973206,0.069210,0.832287,0.089536,0.675908,0.000000,0.699618,-0.082764,0.996569,-0.086677,0.820939,-0.048773,0.671830,-0.169894,0.638015,-0.260687,0.920373,-0.214170,0.738671,-0.158761,0.593692,-0.312519,0.520140,-0.366310,0.723691,-0.309371,0.615510,-0.250385,0.502462
E,-0.044228,-0.042959,0.172018,0.164152,0.216390,0.474785,-0.040122,0.602840,-0.229462,0.537728,0.169159,0.729578,0.129696,0.931187,0.065242,0.767757,0.088820,0.693918,-0.047203,0.669274,-0.123159,1.001939,-0.063587,0.870676,-0.094241,0.670612,-0.139893,0.646810,-0.302049,0.914835,-0.183887,0.739197,-0.138393,0.621989,-0.354681,0.495449,-0.387552,0.720455,-0.311688,0.642304,-0.273550,0.546874
E,0.042541,0.026863,0.219297,0.179046,0.159729,0.406995,-0.014951,0.575324,-0.254048,0.622347,0.193997,0.674288,0.075901,1.003189,0.026035,0.792536,0.124239,0.698606,0.044029,0.724513,-0.064672,1.004101,-0.078690,0.853450,-0.074812,0.663791,-0.202207,0.644598,-0.240162,0.934847,-0.244287,0.772402,-0.177577,0.585766,-0.283281,0.522051,-0.373113,0.799171,-0.299680,0.616661,-0.257871,0.491056
E,0.001953,-0.023186,0.143737,0.172448,0.225332,0.476185,-0.073802,0.595717,-0.237239,0.674655,0.190603,0.679839,0.134665,0.995376,0.062510,0.845740,0.123508,0.714755,0.016644,0.680263,-0.121272,0.976936,-0.057414,0.837632,-0.103432,0.612970,-0.247171,0.651949,-0.271329,0.909470,-0.215705,0.725768,-0.175278,0.636524,-0.288078,0.548355,-0.319857,0.757062,-0.339426,0.633126,-0.305258,0.479247
E,-0.000000,0.000000,0.162565,0.180275,0.197171,0.454255,-0.036942,0.585987,-0.255997,0.579094,0.200496,0.725856,0.084800,0.981438,0.059949,0.812408,0.108180,0.667245,0.000000,0.700208,-0.098243,0.995163,-0.088034,0.788583,-0.034384,0.656011,-0.173498,0.637206,-0.275370,0.919206,-0.218884,0.715789,-0.150105,0.588318,-0.318129,0.520253,-0.382320,0.712952,-0.315053,0.587873,-0.249378,0.483073
E,0.029304,-0.018619,0.175960,0.229384,0.195230,0.446264,-0.045377,0.574445,-0.269856,0.575568,0.211110,0.717942,0.076697,0.983709,0.025895,0.806418,0.128299,0.632196,0.015035,0.721443,-0.043946,1.005215,-0.110268,0.787016,-0.049987,0.650397,-0.212652,0.635139,-0.237151,0.958902,-0.198618,0.692207,-0.134310,0.582954,-0.326918,0.556159,-0.391585,0.702546,-0.300597,0.547517,-0.254422,0.521628
E,0.044950,-0.026129,0.133521,0.163150,0.099653,0.505910,-0.015301,0.553161,-0.296715,0.579766,0.211690,0.788007,0.070476,0.988574,0.046066,0.807521,0.164998,0.749831,0.021343,0.660904,-0.069898,0.996603,-0.079424,0.784638,-0.051031,0.672047,-0.190015,0.629437,-0.273829,0.928614,-0.262592,0.727300,-0.163487,0.604720,-0.251507,0.495033,-0.383996,0.702187,-0.330883,0.553233,-0.244976,0.455727
E,0.049992,0.009791,0.125074,0.191511,0.200459,0.420691,-0.037887,0.592661,-0.191250,0.546389,0.211563,0.690967,0.074670,0.951580,0.103697,0.851161,0.141937,0.648619,-0.024946,0.700905,-0.042093,1.025557,-0.014090,0.779291,-0.034501,0.677767,-0.175183,0.635559,-0.305894,0.893326,-0.149545,0.699608,-0.116701,0.538536,-0.316416,0.489070,-0.388672,0.740865,-0.323694,0.645531,-0.239362,0.489131
E,-0.000000,0.000000,0.165116,0.174568,0.197086,0.445969,-0.047927,0.595301,-0.270585,0.599426,0.200662,0.700314,0.090007,0.970959,0.049747,0.837355,0.082946,0.682044,0.000000,0.678003,-0.106992,0.994260,-0.117938,0.829818,-0.069003,0.687690,-0.169726,0.605565,-0.285400,0.885641,-0.251779,0.714788,-0.180750,0.587447,-0.305906,0.481867,-0.398835,0.670103,-0.364954,0.585595,-0.308965,0.503878
E,-0.010668,-0.026142,0.143470,0.189250,0.174430,0.437909,-0.057866,0.645914,-0.265709,0.607732,0.174957,0.674915,0.058987,0.967676,-0.000117,0.859903,0.096671,0.645474,-0.007136,0.712694,-0.108169,0.956812,-0.081861,0.860111,-0.032420,0.658207,-0.076178,0.616138,-0.287560,0.894739,-0.226187,0.761556,-0.206172,0.577489,-0.329272,0.432503,-0.391205,0.698351,-0.388610,0.565838,-0.328592,0.533477
E,-0.015745,-0.066476,0.167510,0.161471,0.165068,0.446309,-0.042543,0.586087,-0.275766,0.548220,0.171299,0.708928,0.111418,0.947495,0.104961,0.830617,0.061147,0.686755,0.010194,0.679183,-0.108364,1.010595,-0.077826,0.800407,-0.093829,0.690135,-0.144324,0.550295,-0.281305,0.935277,-0.244267,0.731770,-0.177638,0.596112,-0.285335,0.458131,-0.438867,0.687461,-0.363671,0.641807,-0.351088,0.531543
E,-0.029468,0.006253,0.184968,0.174532,0.200114,0.441989,-0.046736,0.558511,-0.298323,0.598399,0.202350,0.697237,0.057656,1.000117,0.058979,0.845520,0.083956,0.650895,-0.049267,0.679857,-0.126706,0.976683,-0.097453,0.824180,-0.049506,0.667986,-0.179763,0.601447,-0.339649,0.862094,-0.211197,0.694669,-0.176101,0.565098,-0.327806,0.488310,-0.434622,0.693617,-0.343417,0.603191,-0.372646,0.504527
E,-0.000000,0.000000,0.179329,0.195865,0.226684,0.473590,0.000118,0.621169,-0.217489,0.619328,0.202672,0.721417,0.080972,0.996716,0.042774,0.835699,0.094652,0.688260,0.000000,0.682103,-0.105419,0.990483,-0.106835,0.801658,-0.048452,0.673152,-0.173297,0.600050,-0.291386,0.876752,-0.242347,0.671268,-0.161506,0.536890,-0.314222,0.470178,-0.405196,0.653521,-0.355462,0.538987,-0.287126,0.444661
E,0.056215,-0.056019,0.227350,0.120489,0.243583,0.423987,0.005647,0.654548,-0.256281,0.682986,0.168725,0.731852,0.049348,1.033742,0.094359,0.823884,0.141183,0.696205,-0.008914,0.649298,-0.128540,1.017759,-0.130060,0.821950,-0.058265,0.720332,-0.193440,0.550671,-0.329587,0.891001,-0.243937,0.671711,-0.141494,0.500892,-0.334257,0.457095,-0.400738,0.627397,-0.369535,0.522834,-0.333978,0.429075
E,0.012207,-0.034803,0.135195,0.185003,0.205569,0.416348,-0.057882,0.649355,-0.241095,0.644673,0.220433,0.770394,0.088229,0.977020,0.061786,0.770385,0.122143,0.742520,-0.036088,0.674203,-0.102798,0.978790,-0.110703,0.777231,-0.067528,0.760314,-0.169861,0.522344,-0.308942,0.863448,-0.193730,0.714980,-0.158610,0.502342,-0.307733,0.443362,-0.396382,0.682866,-0.373464,0.544566,-0.264650,0.459621
E,-0.049846,-0.001993,0.090558,0.204978,0.251920,0.486602,0.009759,0.629983,-0.200169,0.592283,0.183212,0.725026,0.118379,1.012442,0.064132,0.826598,0.097591,0.685911,-0.037723,0.691141,-0.110707,1.016774,-0.152162,0.787197,-0.104013,0.684905,-0.148927,0.611483,-0.232385,0.893282,-0.268680,0.707781,-0.099753,0.557391,-0.336318,0.450778,-0.394567,0.641467,-0.322846,0.532094,-0.261563,0.465586
E,-0.000000,0.000000,0.258060,0.160956,0.382894,0.418722,0.186323,0.557821,-0.074379,0.482361,0.191115,0.706208,0.172692,0.945626,0.219121,0.803876,0.231275,0.637455,0.000000,0.687679,-0.032549,0.999470,0.046629,0.834114,0.063524,0.656823,-0.168419,0.631439,-0.219573,0.910700,-0.110882,0.728327,-0.073577,0.565887,-0.334283,0.540895,-0.344751,0.739511,-0.248384,0.612838,-0.209876,0.486901
E,-0.041586,-0.002548,0.289270,0.156716,0.393189,0.423815,0.161284,0.609654,-0.096933,0.454524,0.222725,0.689847,0.174942,0.958375,0.249703,0.740920,0.226917,0.628551,-0.001269,0.710864,0.011805,1.005525,0.023420,0.841005,0.080884,0.665274,-0.136656,0.611138,-0.238191,0.915993,-0.076275,0.780125,-0.057359,0.575684,-0.362658,0.562766,-0.378576,0.771914,-0.243193,0.617146,-0.170670,0.491208
E,-0.010751,0.008492,0.232709,0.168430,0.378178,0.398631,0.258318,0.552350,-0.091815,0.431746,0.169012,0.728974,0.126620,0.911212,0.248485,0.792951,0.217024,0.639751,0.035869,0.659160,0.026185,1.002063,0.045189,0.853150,-0.001463,0.665360,-0.162786,0.686095,-0.150702,0.916048,-0.107375,0.723101,-0.074737,0.554165,-0.304308,0.582323,-0.307965,0.778606,-0.233499,0.636054,-0.188370,0.442529
E,-0.008243,-0.017502,0.254750,0.156331,0.401403,0.405685,0.117363,0.567454,-0.082258,0.496436,0.155804,0.719522,0.147113,0.895374,0.208789,0.751417,0.211176,0.640615,-0.041192,0.696697,-0.074023,0.970328,0.014311,0.852107,0.069064,0.641921,-0.233805,0.628727,-0.256196,0.872031,-0.093029,0.701887,-0.072378,0.537779,-0.308293,0.556246,-0.315117,0.774614,-0.293558,0.671727,-0.284329,0.468817
E,-0.000000,0.000000,0.192940,0.201039,0.244081,0.485673,0.002012,0.632314,-0.224943,0.605990,0.203235,0.718756,0.063887,0.997957,0.037195,0.819154,0.100142,0.674251,-0.000000,0.672518,-0.117238,0.984081,-0.108284,0.779337,-0.042997,0.648178,-0.169044,0.591064,-0.304544,0.872740,-0.254560,0.662644,-0.163066,0.540181,-0.304236,0.466263,-0.425090,0.645812,-0.373526,0.524285,-0.295401,0.435430
E,-0.013614,-0.052794,0.177201,0.229030,0.247445,0.437010,-0.008287,0.659558,-0.249378,0.593854,0.216572,0.741625,0.083024,0.986953,-0.013018,0.826783,0.054411,0.669775,-0.025672,0.666430,-0.080421,0.991994,-0.076077,0.756356,-0.034143,0.615333,-0.176297,0.605827,-0.363581,0.867986,-0.240086,0.648334,-0.139136,0.536535,-0.347244,0.474973,-0.423650,0.640450,-0.375567,0.545848,-0.296340,0.452990
E,0.043860,0.021327,0.192662,0.199171,0.235078,0.487036,0.005200,0.611232,-0.240341,0.579123,0.225018,0.725255,0.062773,0.977765,0.054900,0.799416,0.078843,0.695817,-0.012349,0.680274,-0.133429,0.976612,-0.109835,0.810177,-0.031993,0.662615,-0.154665,0.621418,-0.255882,0.888801,-0.282052,0.671222,-0.123777,0.501939,-0.254423,0.487484,-0.415608,0.637166,-0.389455,0.554776,-0.334363,0.501462
E,0.027480,0.016174,0.204484,0.180534,0.250344,0.442000,-0.029675,0.584697,-0.222580,0.592701,0.197460,0.725249,0.101273,0.952547,0.079918,0.822396,0.086143,0.681993,0.012103,0.707448,-0.122615,0.945450,-0.149433,0.800703,-0.027722,0.702413,-0.211648,0.604993,-0.278516,0.882058,-0.259583,0.653481,-0.172246,0.547783,-0.268266,0.428671,-0.436269,0.691032,-0.412211,0.537651,-0.376437,0.421047
E,-0.000000,0.000000,0.197618,0.192319,0.255820,0.489074,0.023302,0.675216,-0.189338,0.714379,0.204192,0.718688,0.063661,0.997972,0.028203,0.827166,0.085586,0.670532,0.000000,0.666290,-0.128949,0.985197,-0.122738,0.789838,-0.057645,0.654438,-0.164839,0.576445,-0.301985,0.835388,-0.248067,0.620913,-0.158290,0.491146,-0.292521,0.450674,-0.407505,0.620569,-0.364216,0.502607,-0.301530,0.419246
E,-0.027382,0.033796,0.162625,0.159013,0.229322,0.473159,0.010282,0.657433,-0.180873,0.681429,0.217432,0.695756,0.000509,0.993042,0.041703,0.798363,0.088047,0.655899,-0.017610,0.684179,-0.109798,0.950465,-0.152425,0.810984,-0.089864,0.626948,-0.173846,0.558214,-0.317855,0.827031,-0.255469,0.627006,-0.155855,0.542801,-0.274033,0.448287,-0.358349,0.593785,-0.306597,0.579222,-0.275649,0.414595
E,0.029031,0.036637,0.169297,0.216222,0.248929,0.464522,0.033021,0.677888,-0.229637,0.756484,0.209937,0.743724,0.091582,0.977265,0.093810,0.890365,0.056951,0.672116,0.006459,0.647664,-0.139710,1.057729,-0.136667,0.848661,-0.020335,0.668900,-0.124077,0.604878,-0.283018,0.867334,-0.261906,0.616318,-0.198892,0.514566,-0.310169,0.407501,-0.388156,0.613909,-0.313423,0.530355,-0.258423,0.418233
E,0.010697,0.030168,0.124784,0.146337,0.255168,0.439719,0.000454,0.694276,-0.177295,0.736261,0.172502,0.747036,0.040622,1.016427,0.050859,0.892262,0.139092,0.693385,-0.008240,0.671979,-0.116244,0.968356,-0.101245,0.814363,-0.033162,0.622607,-0.164628,0.606490,-0.277891,0.831735,-0.248464,0.609693,-0.139466,0.442949,-0.320416,0.434303,-0.390054,0.664937,-0.352343,0.467774,-0.307380,0.391731
E,-0.000000,0.000000,0.213987,0.188799,0.269766,0.480501,0.026794,0.656727,-0.187796,0.666348,0.208233,0.713044,0.085304,0.996355,0.050186,0.827874,0.103110,0.671126,0.000000,0.672266,-0.098677,0.992049,-0.095236,0.804909,-0.042650,0.663231,-0.171795,0.589580,-0.295365,0.849294,-0.239500,0.638758,-0.152639,0.502058,-0.311747,0.464527,-0.424306,0.649924,-0.359863,0.520041,-0.275999,0.409979
E,-0.007224,-0.027343,0.203310,0.164196,0.331494,0.492978,0.000956,0.655757,-0.134722,0.692586,0.203628,0.696507,0.095443,0.980980,0.085231,0.904573,0.109133,0.674649,-0.035010,0.719399,-0.081628,0.940849,-0.083911,0.805133,-0.037667,0.651752,-0.167800,0.558105,-0.291632,0.874459,-0.244375,0.618264,-0.108983,0.537082,-0.342030,0.453022,-0.422402,0.659567,-0.340080,0.511998,-0.303451,0.419036
E,-0.021119,0.018482,0.231358,0.243382,0.310755,0.502087,0.016940,0.632821,-0.154470,0.679734,0.185607,0.718715,0.081486,0.988179,0.055386,0.809992,0.068201,0.728087,-0.005161,0.691277,-0.144411,0.952570,-0.121977,0.777461,-0.072157,0.635715,-0.147564,0.567859,-0.359987,0.853302,-0.253697,0.684680,-0.154548,0.540091,-0.319117,0.446579,-0.406411,0.612750,-0.326058,0.508533,-0.322633,0.425534
E,-0.006368,-0.036161,0.226188,0.173799,0.291078,0.476397,0.040383,0.648016,-0.233324,0.692214,0.185841,0.652755,0.073166,0.975750,0.077178,0.808021,0.099576,0.687422,0.001554,0.702653,-0.067082,0.963989,-0.084359,0.853640,-0.068300,0.628724,-0.151219,0.566926,-0.235750,0.838928,-0.266980,0.622832,-0.109693,0.463713,-0.322176,0.456816,-0.501132,0.635457,-0.365580,0.494003,-0.254292,0.433787
E,-0.000000,0.000000,0.201778,0.197329,0.262840,0.480916,0.027776,0.646063,-0.189226,0.639764,0.199370,0.714134,0.077576,0.996987,0.039752,0.827855,0.092289,0.676453,-0.000000,0.669161,-0.105669,0.991801,-0.105124,0.811656,-0.046803,0.681444,-0.163180,0.581182,-0.298783,0.832758,-0.242886,0.640944,-0.147885,0.520898,-0.293219,0.455584,-0.410895,0.635794,-0.352158,0.524241,-0.266059,0.431804
E,0.004209,-0.034816,0.174659,0.229591,0.332454,0.508735,0.041747,0.616736,-0.186349,0.600522,0.216203,0.702862,0.042009,0.983341,0.051500,0.833744,0.093750,0.686337,-0.032846,0.638528,-0.132477,0.951548,-0.105529,0.766850,-0.040193,0.633882,-0.141509,0.588665,-0.344493,0.846423,-0.246500,0.674773,-0.151974,0.470523,-0.306695,0.449583,-0.427012,0.651362,-0.321630,0.538425,-0.296880,0.442243
E,-0.002447,-0.023724,0.244845,0.199715,0.238658,0.476970,0.034240,0.696141,-0.173731,0.620197,0.219212,0.718493,0.030792,0.956686,0.015930,0.798043,0.059496,0.689982,0.028291,0.630273,-0.110032,1.027765,-0.078791,0.802084,-0.061306,0.726947,-0.121968,0.626228,-0.305244,0.826117,-0.276108,0.648716,-0.160735,0.520987,-0.362448,0.443220,-0.371269,0.640468,-0.434661,0.544694,-0.228424,0.386092
E,0.006910,-0.009039,0.216334,0.218292,0.257801,0.482997,0.081837,0.767416,-0.165145,0.648844,0.182923,0.712760,0.080476,1.002380,-0.024551,0.810830,0.085954,0.666864,0.012097,0.723997,-0.086944,1.006925,-0.080991,0.855030,0.040740,0.691569,-0.153835,0.593363,-0.285772,0.813083,-0.238432,0.620952,-0.116076,0.617738,-0.281802,0.483314,-0.372053,0.606287,-0.326671,0.538815,-0.309354,0.428243
E,-0.000000,0.000000,0.203952,0.194243,0.252676,0.495654,-0.002482,0.687491,-0.231521,0.708836,0.196421,0.709866,0.082757,0.996570,0.054096,0.825254,0.105639,0.676507,-0.000000,0.660901,-0.100694,0.982245,-0.090852,0.794579,-0.038561,0.669778,-0.167851,0.574142,-0.298288,0.845430,-0.235891,0.638674,-0.153309,0.515755,-0.306872,0.450349,-0.408661,0.623388,-0.360526,0.514027,-0.302453,0.438389
E,-0.077193,-0.050696,0.166567,0.151320,0.295799,0.460238,0.006278,0.684348,-0.235354,0.694998,0.175116,0.732502,0.008848,1.027448,0.041067,0.831766,0.125832,0.715701,-0.022279,0.648017,-0.147914,0.993744,-0.029746,0.778596,-0.045803,0.684100,-0.170485,0.598301,-0.299663,0.874868,-0.249798,0.641573,-0.181971,0.496383,-0.303447,0.450433,-0.379200,0.633443,-0.364075,0.499890,-0.297877,0.466480
E,-0.020301,0.083089,0.163209,0.169985,0.238827,0.523756,0.041318,0.677490,-0.257594,0.681627,0.225101,0.673100,0.091716,1.008242,0.064540,0.801649,0.068042,0.676579,0.018616,0.649737,-0.081591,0.977851,-0.072803,0.763190,-0.045238,0.720929,-0.185472,0.584925,-0.299077,0.830194,-0.210960,0.618390,-0.120657,0.537175,-0.348207,0.474438,-0.405453,0.591140,-0.376594,0.489463,-0.292007,0.496207
E,-0.000581,-0.016283,0.203341,0.190723,0.269108,0.482534,-0.089808,0.690286,-0.240658,0.675824,0.188451,0.746737,0.056664,0.992808,0.040965,0.783749,0.113313,0.674593,0.067845,0.682094,-0.076172,0.957175,-0.068571,0.811185,-0.111128,0.703687,-0.171193,0.547111,-0.301413,0.826808,-0.225737,0.626753,-0.101821,0.567388,-0.299242,0.467497,-0.357911,0.613577,-0.365777,0.532221,-0.304034,0.446414
E,-0.000000,0.000000,0.211823,0.198709,0.284835,0.502416,0.067954,0.688495,-0.158068,0.687593,0.199075,0.712206,0.074863,0.997194,0.043983,0.826900,0.096284,0.670755,0.000000,0.669726,-0.118156,0.980387,-0.111307,0.798452,-0.054981,0.666923,-0.165032,0.589864,-0.295144,0.842197,-0.239905,0.643067,-0.151364,0.516445,-0.292658,0.477161,-0.388589,0.642158,-0.342230,0.525801,-0.281524,0.435172
E,-0.009967,-0.029536,0.181478,0.234410,0.296641,0.529745,0.040995,0.702541,-0.139711,0.668322,0.184682,0.756223,0.068823,1.018789,0.019203,0.870311,0.085139,0.666290,0.014500,0.754022,-0.132491,0.982169,-0.072934,0.803013,-0.051564,0.731797,-0.124785,0.657327,-0.311328,0.870513,-0.235922,0.642050,-0.149327,0.540426,-0.289017,0.454276,-0.411049,0.609869,-0.339801,0.547077,-0.245915,0.452000
E,0.009414,0.036863,0.172044,0.216651,0.300090,0.469251,0.013807,0.688535,-0.136130,0.648791,0.181176,0.711964,0.107255,1.011493,0.057719,0.819883,0.142609,0.683949,-0.015465,0.657750,-0.121435,0.972680,-0.161689,0.783007,-0.040373,0.643955,-0.161066,0.557029,-0.358757,0.833537,-0.233499,0.627693,-0.181038,0.535772,-0.293505,0.496569,-0.331526,0.656188,-0.327936,0.504378,-0.282176,0.398147
E,-0.029698,0.008775,0.202810,0.181118,0.288594,0.485843,0.060302,0.697214,-0.172124,0.659277,0.236570,0.770380,0.074856,0.992178,0.045051,0.806080,0.131094,0.699129,-0.013984,0.659839,-0.106676,1.015725,-0.098132,0.815525,-0.042256,0.673207,-0.153439,0.613858,-0.285153,0.836252,-0.168845,0.595834,-0.124500,0.502241,-0.341738,0.416240,-0.394010,0.703793,-0.286979,0.509322,-0.299218,0.423674
E,-0.000000,0.000000,0.202434,0.199231,0.254441,0.480145,0.011588,0.636738,-0.222754,0.608209,0.198691,0.705040,0.091412,0.993531,0.048321,0.844932,0.087526,0.691395,0.000000,0.672135,-0.102185,0.994765,-0.114398,0.834438,-0.067846,0.699546,-0.164753,0.593273,-0.292934,0.855750,-0.250989,0.673649,-0.168009,0.545595,-0.294461,0.471679,-0.396662,0.640553,-0.359303,0.546188,-0.298454,0.461574
E,0.006579,0.058322,0.231411,0.219226,0.262567,0.423180,-0.045897,0.613959,-0.258902,0.558682,0.227900,0.698346,0.066092,0.955156,0.070577,0.843318,0.043242,0.677949,0.056440,0.703109,-0.100387,1.006103,-0.127695,0.826377,-0.101873,0.679066,-0.150022,0.636160,-0.282414,0.885004,-0.312634,0.688106,-0.157867,0.522367,-0.296378,0.511693,-0.383893,0.630733,-0.304206,0.546933,-0.252952,0.449958
E,0.001144,0.044523,0.173095,0.270306,0.231982,0.500318,0.027726,0.603058,-0.268608,0.569850,0.192683,0.725663,0.082955,0.977240,0.029111,0.838710,0.077212,0.677629,-0.030688,0.647350,-0.077270,0.974064,-0.089980,0.837897,-0.010439,0.704174,-0.147346,0.561591,-0.334214,0.912815,-0.223560,0.634954,-0.148567,0.567848,-0.246152,0.445963,-0.401272,0.625300,-0.352733,0.534378,-0.277010,0.419836
E,0.005155,-0.041923,0.237494,0.191354,0.249540,0.504995,0.017808,0.636900,-0.240708,0.602034,0.169621,0.674893,0.101724,0.953378,0.041872,0.851875,0.097866,0.622340,-0.019924,0.696751,-0.084826,0.996066,-0.130160,0.828602,-0.056446,0.688402,-0.149635,0.621730,-0.303168,0.872620,-0.266653,0.662871,-0.150303,0.603806,-0.300868,0.543089,-0.412959,0.672299,-0.328157,0.583733,-0.309411,0.477098
E,-0.000000,0.000000,0.210046,0.174927,0.269958,0.465389,0.006327,0.633887,-0.232768,0.603879,0.202080,0.701654,0.085724,0.990246,0.046867,0.825099,0.095333,0.673152,-0.000000,0.668011,-0.106137,0.994352,-0.108460,0.798985,-0.056958,0.655638,-0.164094,0.589628,-0.300673,0.877626,-0.257365,0.672353,-0.176760,0.534641,-0.301275,0.466561,-0.422267,0.667247,-0.379149,0.558900,-0.312398,0.456079
E,0.005489,-0.004413,0.207977,0.133679,0.267881,0.453102,-0.000474,0.597490,-0.241812,0.612464,0.175260,0.711372,0.089174,0.979981,0.064311,0.854218,0.082039,0.652204,0.018684,0.650051,-0.142201,1.015435,-0.124325,0.814422,-0.096668,0.662870,-0.163883,0.613920,-0.352745,0.838715,-0.220710,0.669435,-0.211274,0.546731,-0.316497,0.445235,-0.372647,0.653437,-0.438974,0.548590,-0.336542,0.384783
E,0.019658,0.037369,0.220262,0.169313,0.255880,0.459028,0.031597,0.570541,-0.234167,0.634782,0.161450,0.728648,0.133422,0.972326,0.005678,0.805944,0.105345,0.747254,-0.023750,0.645747,-0.109898,0.997860,-0.109210,0.748719,-0.093970,0.679747,-0.125694,0.549564,-0.264283,0.807774,-0.249603,0.662166,-0.166364,0.493647,-0.277290,0.456855,-0.445768,0.653104,-0.357472,0.556532,-0.303050,0.476397
E,-0.022089,-0.019373,0.287272,0.134257,0.205474,0.441283,-0.003641,0.655392,-0.253273,0.626403,0.187007,0.716408,0.118298,0.970776,0.071694,0.789734,0.096694,0.678250,0.003312,0.674727,-0.100738,0.903114,-0.103820,0.748396,-0.075550,0.679063,-0.149669,0.632816,-0.289773,0.853293,-0.297498,0.707124,-0.210208,0.498340,-0.300590,0.501279,-0.421399,0.656598,-0.402864,0.569144,-0.367374,0.412121
E,-0.000000,0.000000,0.206132,0.191781,0.256703,0.476758,0.003294,0.647737,-0.229326,0.644503,0.198179,0.720409,0.074920,0.997190,0.050601,0.814356,0.105181,0.666679,0.000000,0.671313,-0.119674,0.976965,-0.102029,0.783585,-0.039807,0.657850,-0.165100,0.584429,-0.297196,0.842013,-0.236796,0.654501,-0.155838,0.540975,-0.299091,0.456741,-0.400798,0.632322,-0.363529,0.552275,-0.318941,0.497256
